created_at,tweet_id,full_text,airline,quote_count,reply_count,retweet_count,favorite_count,lang,username,tweet_url,token,label_score,label
Fri Nov 03 02:33:24 +0000 2023,"1,72E+23",wait till lil bro hears about the pantuns they always put into citilink announcements,Citilink,0,1,2,25,en,resir014,https://twitter.com/resir014/status/1720267905814949894,"['wait', 'till', 'lil', 'bro', 'hears', 'about', 'the', 'pantuns', 'they', 'always', 'put', 'into', 'citilink', 'announcements']",0,netral
Fri Nov 03 02:14:20 +0000 2023,"1,72E+23",lho tulisan transportasi hong kong salah top minggu periode jan jul,Citilink,0,1,0,0,in,Nugisuke,https://twitter.com/Nugisuke/status/1720263107594064089,"['lho', 'tulisan', 'transportasi', 'hong', 'kong', 'salah', 'top', 'minggu', 'periode', 'jan', 'jul']",1,positif
Fri Nov 03 01:59:32 +0000 2023,"1,72E+23",engga sby yg dri jkt lion dibatalin jkt cuman citilink,Citilink,0,0,0,0,in,goholideyy,https://twitter.com/goholideyy/status/1720259383605760006,"['engga', 'sby', 'yg', 'dri', 'jkt', 'lion', 'dibatalin', 'jkt', 'cuman', 'citilink']",0,netral
Fri Nov 03 01:53:45 +0000 2023,"1,72E+23",review perkeretaan surprised ulasan terkait low cost carrier membahas laris terbilang ditulis,Citilink,0,1,0,0,in,Nugisuke,https://twitter.com/Nugisuke/status/1720257926991090143,"['review', 'perkeretaan', 'surprised', 'ulasan', 'terkait', 'low', 'cost', 'carrier', 'membahas', 'laris', 'terbilang', 'ditulis']",1,positif
Fri Nov 03 01:39:14 +0000 2023,"1,72E+23",belom gada flight jkt ntar jam citilink,Citilink,0,2,0,29,in,goholideyy,https://twitter.com/goholideyy/status/1720254275803390147,"['belom', 'gada', 'flight', 'jkt', 'ntar', 'jam', 'citilink']",0,netral
Fri Nov 03 00:05:32 +0000 2023,"1,72E+23",wts voucher refund citilink senilai jt dijual juta aja dm kalo ya,Citilink,0,0,0,0,in,achosssi,https://twitter.com/achosssi/status/1720230694683848738,"['wts', 'voucher', 'refund', 'citilink', 'senilai', 'jt', 'dijual', 'juta', 'aja', 'dm', 'kalo', 'ya']",10,positif
Thu Nov 02 23:25:08 +0000 2023,"1,72E+23",temukan dapatkan art f tiket pesawat citilink bandung bali pp rp shopee,Citilink,0,0,0,0,in,Remi064590,https://twitter.com/Remi064590/status/1720220526738886790,"['temukan', 'dapatkan', 'art', 'f', 'tiket', 'pesawat', 'citilink', 'bandung', 'bali', 'pp', 'rp', 'shopee']",-2,negatif
Thu Nov 02 22:34:17 +0000 2023,"1,72E+23",citilink pk gqp departing perth airport on rw via,Citilink,0,0,1,0,en,sivideoaviation,https://twitter.com/sivideoaviation/status/1720207730752069832,"['citilink', 'pk', 'gqp', 'departing', 'perth', 'airport', 'on', 'rw', 'via']",0,netral
Thu Nov 02 22:33:01 +0000 2023,"1,72E+23",kenaikan signifikan menteri bumn erick thohir berencana merger pelita air citilink,Citilink,0,1,0,0,in,pinterpolitik,https://twitter.com/pinterpolitik/status/1720207412882477066,"['kenaikan', 'signifikan', 'menteri', 'bumn', 'erick', 'thohir', 'berencana', 'merger', 'pelita', 'air', 'citilink']",4,positif
Thu Nov 02 19:50:47 +0000 2023,"1,72E+23",daruga liong memakai boeing armada airbus kapasitas jarak tempuh dipakai jarak rute gendut citilink ekor pesawat boeing,Citilink,0,1,0,0,in,audhityahaha,https://twitter.com/audhityahaha/status/1720166582650048698,"['daruga', 'liong', 'memakai', 'boeing', 'armada', 'airbus', 'kapasitas', 'jarak', 'tempuh', 'dipakai', 'jarak', 'rute', 'gendut', 'citilink', 'ekor', 'pesawat', 'boeing']",-13,negatif
Thu Nov 02 19:37:16 +0000 2023,"1,72E+23",boikot beli tiket pesawat memakai pesawat boeing daruga indonesia liong air beralih transnusa citilink pelita air super air jet,Citilink,1,2,2,6,in,audhityahaha,https://twitter.com/audhityahaha/status/1720163181618966792,"['boikot', 'beli', 'tiket', 'pesawat', 'memakai', 'pesawat', 'boeing', 'daruga', 'indonesia', 'liong', 'air', 'beralih', 'transnusa', 'citilink', 'pelita', 'air', 'super', 'air', 'jet']",-10,negatif
Thu Nov 02 16:02:36 +0000 2023,1.72E+18,rencana merger citilink pelita air berubah penjelasan detailnya,Citilink,0,0,0,0,in,Harian_Jogja,https://twitter.com/Harian_Jogja/status/1720109161177047103,"['rencana', 'merger', 'citilink', 'pelita', 'air', 'berubah', 'penjelasan', 'detailnya']",6,positif
Thu Nov 02 16:00:01 +0000 2023,1.72E+18,believe can fly,Citilink,0,1,0,2,en,pinterpolitik,https://twitter.com/pinterpolitik/status/1720108510690594825,"['believe', 'can', 'fly']",0,netral
Thu Nov 02 14:39:54 +0000 2023,1.72E+18,beli seat check in,Citilink,0,0,0,0,in,misspdb,https://twitter.com/misspdb/status/1720088348751269962,"['beli', 'seat', 'check', 'in']",0,netral
Thu Nov 02 14:36:45 +0000 2023,1.72E+18,citilink tapat sm serjosh near bpi bayan,Citilink,0,0,0,0,in,rideallyoucan,https://twitter.com/rideallyoucan/status/1720087555310600605,"['citilink', 'tapat', 'sm', 'serjosh', 'near', 'bpi', 'bayan']",0,netral
Thu Nov 02 14:25:22 +0000 2023,"1,72E+23",citilink air baltic hijaunya,Citilink,0,0,0,1,in,RbRBadri,https://twitter.com/RbRBadri/status/1720084691532017905,"['citilink', 'air', 'baltic', 'hijaunya']",-1,negatif
Thu Nov 02 13:53:13 +0000 2023,"1,72E+23",merger citilink pelita air dikabarkan batal bocorannya,Citilink,0,0,0,1,in,Bisniscom,https://twitter.com/Bisniscom/status/1720076599507423680,"['merger', 'citilink', 'pelita', 'air', 'dikabarkan', 'batal', 'bocorannya']",-1,negatif
Thu Nov 02 12:02:27 +0000 2023,"1,72E+23",yaallah yaudah on the way nih gue pesen citilink jakarta bali gitu lu gue,Citilink,0,1,0,0,in,caziecaine,https://twitter.com/caziecaine/status/1720048725748482085,"['yaallah', 'yaudah', 'on', 'the', 'way', 'nih', 'gue', 'pesen', 'citilink', 'jakarta', 'bali', 'gitu', 'lu', 'gue']",-3,negatif
Thu Nov 02 11:35:22 +0000 2023,"1,72E+23",ayah citilink garuda,Citilink,0,0,0,0,in,calllsyyy_,https://twitter.com/calllsyyy_/status/1720041907647402174,"['ayah', 'citilink', 'garuda']",0,netral
Thu Nov 02 11:04:34 +0000 2023,"1,72E+23",cocok nih pramugara citilink,Citilink,0,0,0,0,in,11thdimension6,https://twitter.com/11thdimension6/status/1720034156619632645,"['cocok', 'nih', 'pramugara', 'citilink']",1,positif
Thu Nov 02 10:51:22 +0000 2023,"1,72E+23",wes kebiasan gelo ngene iki,Citilink,0,0,0,1,in,miftarahmanda,https://twitter.com/miftarahmanda/status/1720030833640390846,"['wes', 'kebiasan', 'gelo', 'ngene', 'iki']",-2,negatif
Thu Nov 02 10:50:00 +0000 2023,"1,72E+23",benerr nek iki wkwkw,Citilink,0,1,0,0,in,fernandaWkwkwk,https://twitter.com/fernandaWkwkwk/status/1720030493780107368,"['benerr', 'nek', 'iki', 'wkwkw']",0,netral
Thu Nov 02 10:46:07 +0000 2023,"1,72E+23",mending guwak sisan gelo sisanke yaaa,Citilink,0,1,0,0,in,miftarahmanda,https://twitter.com/miftarahmanda/status/1720029512510165312,"['mending', 'guwak', 'sisan', 'gelo', 'sisanke', 'yaaa']",-3,negatif
Thu Nov 02 10:44:35 +0000 2023,"1,72E+23",sirku nek meh ngilangi kon sisan kabeh ben ra patio gelo wkwk,Citilink,0,1,0,0,in,fernandaWkwkwk,https://twitter.com/fernandaWkwkwk/status/1720029130337755304,"['sirku', 'nek', 'meh', 'ngilangi', 'kon', 'sisan', 'kabeh', 'ben', 'ra', 'patio', 'gelo', 'wkwk']",-9,negatif
Thu Nov 02 10:42:58 +0000 2023,"1,72E+23",gowo nang planet ban beres lanang sambat ban ilang wkwkw,Citilink,0,1,0,0,in,miftarahmanda,https://twitter.com/miftarahmanda/status/1720028723045707827,"['gowo', 'nang', 'planet', 'ban', 'beres', 'lanang', 'sambat', 'ban', 'ilang', 'wkwkw']",-13,negatif
Thu Nov 02 09:53:58 +0000 2023,"1,72E+23",jgn coba over bagasi kalo citilink mahal skali bagasinya,Citilink,0,0,0,0,in,SilitongaOwy,https://twitter.com/SilitongaOwy/status/1720016389103403170,"['jgn', 'coba', 'over', 'bagasi', 'kalo', 'citilink', 'mahal', 'skali', 'bagasinya']",2,positif
Thu Nov 02 09:48:52 +0000 2023,"1,72E+23",safeflight,Citilink,0,0,0,0,en,myrockinphotos,https://twitter.com/myrockinphotos/status/1720015107328262149,['safeflight'],0,netral
Thu Nov 02 09:47:10 +0000 2023,"1,72E+23",duh aja ya mundur mundur ngaco airline airline huhu gue pikir pas jaman pandemi aja,Citilink,0,1,0,0,in,VVYND,https://twitter.com/VVYND/status/1720014679043694873,"['duh', 'aja', 'ya', 'mundur', 'mundur', 'ngaco', 'airline', 'airline', 'huhu', 'gue', 'pikir', 'pas', 'jaman', 'pandemi', 'aja']",-3,negatif
Thu Nov 02 09:02:26 +0000 2023,"1,72E+23",citilink wings,Citilink,0,0,0,0,en,adi_wp,https://twitter.com/adi_wp/status/1720003423553347711,"['citilink', 'wings']",0,netral
Thu Nov 02 08:38:25 +0000 2023,"1,72E+22",genah well wkwkwk,Citilink,0,0,0,0,in,fernandaWkwkwk,https://twitter.com/fernandaWkwkwk/status/1719997378563035638,"['genah', 'well', 'wkwkwk']",0,netral
Thu Nov 02 08:36:33 +0000 2023,"1,72E+22",lowongan magang pt citilink indonesia lihat info selengkapnya gabung channel telegram gratis,Citilink,0,0,0,0,in,openkerja,https://twitter.com/openkerja/status/1719996905865007343,"['lowongan', 'magang', 'pt', 'citilink', 'indonesia', 'lihat', 'info', 'selengkapnya', 'gabung', 'channel', 'telegram', 'gratis']",0,netral
Thu Nov 02 08:31:17 +0000 2023,"1,72E+22",keki ban truk mawon mas genah awet wkwkwk,Citilink,0,1,0,0,in,oreska8,https://twitter.com/oreska8/status/1719995583887524083,"['keki', 'ban', 'truk', 'mawon', 'mas', 'genah', 'awet', 'wkwkwk']",1,positif
Thu Nov 02 08:17:58 +0000 2023,"1,72E+23",smntra wheal kosong masku,Citilink,0,0,0,0,in,luthfie_sw,https://twitter.com/luthfie_sw/status/1719992232340857072,"['smntra', 'wheal', 'kosong', 'masku']",-4,negatif
Thu Nov 02 08:11:06 +0000 2023,"1,72E+23",tuku bane tok olih ra mas nggone ngganti wekku suog ngilangke ban ra kabeh sisan,Citilink,0,4,0,4,in,fernandaWkwkwk,https://twitter.com/fernandaWkwkwk/status/1719990503289282780,"['tuku', 'bane', 'tok', 'olih', 'ra', 'mas', 'nggone', 'ngganti', 'wekku', 'suog', 'ngilangke', 'ban', 'ra', 'kabeh', 'sisan']",-2,negatif
Thu Nov 02 05:45:14 +0000 2023,"1,72E+23",tinggal dibranding citilink pasar minggu,Citilink,0,0,0,0,in,asmirzakovic,https://twitter.com/asmirzakovic/status/1719953794845610392,"['tinggal', 'dibranding', 'citilink', 'pasar', 'minggu']",-2,negatif
Thu Nov 02 05:35:59 +0000 2023,"1,72E+23",kali citilink delay,Citilink,0,0,1,0,in,abangjoee,https://twitter.com/abangjoee/status/1719951466335813794,"['kali', 'citilink', 'delay']",-3,negatif
Thu Nov 02 05:33:40 +0000 2023,"1,72E+23",jadwal pesawat jakarta ambon transit selasa november tiket citilink rp jutaan,Citilink,0,0,0,0,in,tribunambonnews,https://twitter.com/tribunambonnews/status/1719950882065023304,"['jadwal', 'pesawat', 'jakarta', 'ambon', 'transit', 'selasa', 'november', 'tiket', 'citilink', 'rp', 'jutaan']",-3,negatif
Thu Nov 02 05:32:05 +0000 2023,"1,72E+23",gendeng gendengan pol asli citilink mek saiki dadi murah wkwk,Citilink,0,1,0,0,in,badarulaa,https://twitter.com/badarulaa/status/1719950484742754780,"['gendeng', 'gendengan', 'pol', 'asli', 'citilink', 'mek', 'saiki', 'dadi', 'murah', 'wkwk']",-2,negatif
Thu Nov 02 05:18:42 +0000 2023,"1,72E+23",helloo gk csnya yg gercepkah reschedule flight udh jam ngomong gajelas pdhl live chat,Citilink,0,0,0,0,in,justsayinduh,https://twitter.com/justsayinduh/status/1719947117693960447,"['helloo', 'gk', 'csnya', 'yg', 'gercepkah', 'reschedule', 'flight', 'udh', 'jam', 'ngomong', 'gajelas', 'pdhl', 'live', 'chat']",7,positif
Thu Nov 02 04:55:55 +0000 2023,"1,72E+23",bjirr with citilink when,Citilink,0,0,0,0,en,heyoogyu,https://twitter.com/heyoogyu/status/1719941383585493445,"['bjirr', 'with', 'citilink', 'when']",0,netral
Thu Nov 02 04:25:50 +0000 2023,"1,72E+23",wings transnusa citilink,Citilink,0,0,0,0,da,kwetiawbabii,https://twitter.com/kwetiawbabii/status/1719933812237553868,"['wings', 'transnusa', 'citilink']",0,netral
Thu Nov 02 04:20:10 +0000 2023,"1,72E+23",haii citilink lovers menambah frekwensi terbang lupa beli ticket mmbc,Citilink,0,0,0,1,in,dewie_widia,https://twitter.com/dewie_widia/status/1719932385066951160,"['haii', 'citilink', 'lovers', 'menambah', 'frekwensi', 'terbang', 'lupa', 'beli', 'ticket', 'mmbc']",4,positif
Thu Nov 02 03:46:50 +0000 2023,"1,72E+23",citilink wings nam transnusa,Citilink,0,0,0,0,en,DonnyPutraP,https://twitter.com/DonnyPutraP/status/1719923998166040981,"['citilink', 'wings', 'nam', 'transnusa']",0,netral
Thu Nov 02 03:40:56 +0000 2023,"1,72E+23",november menambah frekwensi terbang rute jakarta pontianak pp jakarta palembang pp rute surabaya banjarmasin pp nikmati terbang beragam jadwal pilihan destinasi menarik jatah bagasi terdaftar kg gratis,Citilink,0,0,0,3,in,setiawan0894,https://twitter.com/setiawan0894/status/1719922515114639806,"['november', 'menambah', 'frekwensi', 'terbang', 'rute', 'jakarta', 'pontianak', 'pp', 'jakarta', 'palembang', 'pp', 'rute', 'surabaya', 'banjarmasin', 'pp', 'nikmati', 'terbang', 'beragam', 'jadwal', 'pilihan', 'destinasi', 'menarik', 'jatah', 'bagasi', 'terdaftar', 'kg', 'gratis']",11,positif
Thu Nov 02 02:51:08 +0000 2023,"1,72E+23",citilink numpak nek nang jakarta pp,Citilink,0,1,0,0,in,Sam_Ardi,https://twitter.com/Sam_Ardi/status/1719909981431165182,"['citilink', 'numpak', 'nek', 'nang', 'jakarta', 'pp']",-5,negatif
Thu Nov 02 02:38:10 +0000 2023,"1,72E+23",yuk pesan tiket download playstore salam sukses,Citilink,0,0,0,2,in,retnasusanti211,https://twitter.com/retnasusanti211/status/1719906718359154870,"['yuk', 'pesan', 'tiket', 'download', 'playstore', 'salam', 'sukses']",6,positif
Thu Nov 02 02:25:25 +0000 2023,"1,72E+23",november menambah frekwensi terbang rute jakarta pontianak pp jakarta palembang pp rute surabaya yuk pesan tiket download playstore salam sukses,Citilink,0,0,0,3,in,gustavommb48706,https://twitter.com/gustavommb48706/status/1719903510480003203,"['november', 'menambah', 'frekwensi', 'terbang', 'rute', 'jakarta', 'pontianak', 'pp', 'jakarta', 'palembang', 'pp', 'rute', 'surabaya', 'yuk', 'pesan', 'tiket', 'download', 'playstore', 'salam', 'sukses']",5,positif
Thu Nov 02 02:18:36 +0000 2023,"1,72E+23",terbang pesan tiket mmbctravel,Citilink,0,0,0,1,in,rummi14826,https://twitter.com/rummi14826/status/1719901793948512574,"['terbang', 'pesan', 'tiket', 'mmbctravel']",-1,negatif
Thu Nov 02 02:00:11 +0000 2023,"1,72E+23",yuk pesan tiket download playstore,Citilink,0,0,0,5,in,Fatih_hamzahh31,https://twitter.com/Fatih_hamzahh31/status/1719897159452213571,"['yuk', 'pesan', 'tiket', 'download', 'playstore']",3,positif
Thu Nov 02 01:43:48 +0000 2023,"1,72E+23",yuk pesan tiket download playstore salam sukses,Citilink,0,0,8,13,in,klikmbcofficial,https://twitter.com/klikmbcofficial/status/1719893035759305196,"['yuk', 'pesan', 'tiket', 'download', 'playstore', 'salam', 'sukses']",6,positif
Thu Nov 02 01:43:47 +0000 2023,"1,72E+23",november menambah frekwensi terbang rute jakarta pontianak pp jakarta palembang pp rute surabaya banjarmasin pp nikmati terbang beragam jadwal pilihan destinasi menarik jatah bagasi terdaftar kg gratis,Citilink,2,22,26,27,in,klikmbcofficial,https://twitter.com/klikmbcofficial/status/1719893033330811360,"['november', 'menambah', 'frekwensi', 'terbang', 'rute', 'jakarta', 'pontianak', 'pp', 'jakarta', 'palembang', 'pp', 'rute', 'surabaya', 'banjarmasin', 'pp', 'nikmati', 'terbang', 'beragam', 'jadwal', 'pilihan', 'destinasi', 'menarik', 'jatah', 'bagasi', 'terdaftar', 'kg', 'gratis']",11,positif
Thu Nov 02 00:28:13 +0000 2023,"1,72E+23",citilink qg cgk pnk,Citilink,0,0,0,0,in,ernedyy,https://twitter.com/ernedyy/status/1719874013454008496,"['citilink', 'qg', 'cgk', 'pnk']",0,netral
Wed Nov 01 23:26:27 +0000 2023,"1,72E+23",bangsat check in web citilink gabisa pilih kursi,Citilink,0,1,0,0,in,andonosaboy,https://twitter.com/andonosaboy/status/1719858468663021953,"['bangsat', 'check', 'in', 'web', 'citilink', 'gabisa', 'pilih', 'kursi']",-6,negatif
Wed Nov 01 23:07:12 +0000 2023,"1,72E+23",citilink gabisa refund reschedule,Citilink,0,0,0,0,in,nyaldl,https://twitter.com/nyaldl/status/1719853627500794190,"['citilink', 'gabisa', 'refund', 'reschedule']",0,netral
Wed Nov 01 22:19:44 +0000 2023,"1,72E+23",citilink yia cgk,Citilink,0,0,0,0,in,moonlightz1_,https://twitter.com/moonlightz1_/status/1719841681510711668,"['citilink', 'yia', 'cgk']",0,netral
Wed Nov 01 15:51:01 +0000 2023,"1,72E+23",wings air citilink transnusa cocok blusukan ukuran nya gak gede gede,Citilink,0,0,0,0,in,Jalansantaii,https://twitter.com/Jalansantaii/status/1719743859029406025,"['wings', 'air', 'citilink', 'transnusa', 'cocok', 'blusukan', 'ukuran', 'nya', 'gak', 'gede', 'gede']",0,netral
Wed Nov 01 15:46:55 +0000 2023,"1,72E+23",citilink kali ya transnusa,Citilink,0,0,0,0,in,mauludirfd15,https://twitter.com/mauludirfd15/status/1719742826223960191,"['citilink', 'kali', 'ya', 'transnusa']",4,positif
Wed Nov 01 15:12:03 +0000 2023,"1,72E+22",pelita air citilink transnusa super air jet cocok perintis citilink pake hlp jog,Citilink,0,0,0,0,in,arynthn,https://twitter.com/arynthn/status/1719734051333091738,"['pelita', 'air', 'citilink', 'transnusa', 'super', 'air', 'jet', 'cocok', 'perintis', 'citilink', 'pake', 'hlp', 'jog']",2,positif
Wed Nov 01 14:58:05 +0000 2023,"1,72E+22",citilink tp rawan kena cancel,Citilink,0,0,0,0,in,sunsuncollect,https://twitter.com/sunsuncollect/status/1719730536439075009,"['citilink', 'tp', 'rawan', 'kena', 'cancel']",-8,negatif
Wed Nov 01 14:52:28 +0000 2023,"1,72E+23",citilink pelita air transnusa,Citilink,0,0,0,0,in,gabrieladipr,https://twitter.com/gabrieladipr/status/1719729121167860079,"['citilink', 'pelita', 'air', 'transnusa']",1,positif
Wed Nov 01 14:49:28 +0000 2023,"1,72E+23",pingin misuh angkasa pura asemik gate citilink t banget buggy car ga satupun ding gak isa ditumpaki krn dikasih tulisan vip,Citilink,0,0,0,1,in,honorer_ugm,https://twitter.com/honorer_ugm/status/1719728367388495925,"['pingin', 'misuh', 'angkasa', 'pura', 'asemik', 'gate', 'citilink', 't', 'banget', 'buggy', 'car', 'ga', 'satupun', 'ding', 'gak', 'isa', 'ditumpaki', 'krn', 'dikasih', 'tulisan', 'vip']",5,positif
Wed Nov 01 14:38:07 +0000 2023,"1,72E+23",perasaan dl yia cgk citilink aja kena,Citilink,0,0,0,0,in,userm0t0m4m1,https://twitter.com/userm0t0m4m1/status/1719725509909901683,"['perasaan', 'dl', 'yia', 'cgk', 'citilink', 'aja', 'kena']",-2,negatif
Wed Nov 01 14:06:17 +0000 2023,"1,72E+23",pelita citilink,Citilink,0,0,0,0,in,yvdi_X,https://twitter.com/yvdi_X/status/1719717498168426778,"['pelita', 'citilink']",2,positif
Wed Nov 01 13:49:00 +0000 2023,"1,72E+23",citilink,Citilink,0,0,0,0,en,PrinzessinKJS,https://twitter.com/PrinzessinKJS/status/1719713151955173872,['citilink'],0,netral
Wed Nov 01 13:35:37 +0000 2023,"1,72E+23",wings air citilink timbang pake atr better pake ni pesawat bombardier,Citilink,0,1,0,9,in,NugrahaFPN,https://twitter.com/NugrahaFPN/status/1719709780682436739,"['wings', 'air', 'citilink', 'timbang', 'pake', 'atr', 'better', 'pake', 'ni', 'pesawat', 'bombardier']",-3,negatif
Wed Nov 01 13:29:34 +0000 2023,"1,72E+23",oh iya jrg tipe bus non stop on time bgt jd pekerja yg lintas medan aceh bus recommend bgt dgn tempuh jam kalo tiket pesawat medan aceh kisaran an lion air citilink dkk mgkn lbh mahal ya tempuh mnt jd pilih uang,Citilink,0,0,0,0,in,Syafitrii14,https://twitter.com/Syafitrii14/status/1719708258183663691,"['oh', 'iya', 'jrg', 'tipe', 'bus', 'non', 'stop', 'on', 'time', 'bgt', 'jd', 'pekerja', 'yg', 'lintas', 'medan', 'aceh', 'bus', 'recommend', 'bgt', 'dgn', 'tempuh', 'jam', 'kalo', 'tiket', 'pesawat', 'medan', 'aceh', 'kisaran', 'an', 'lion', 'air', 'citilink', 'dkk', 'mgkn', 'lbh', 'mahal', 'ya', 'tempuh', 'mnt', 'jd', 'pilih', 'uang']",2,positif
Wed Nov 01 13:29:22 +0000 2023,"1,72E+23",tunggu promo citilink taun kemaren k an doang,Citilink,0,1,0,0,in,Gaxxod2,https://twitter.com/Gaxxod2/status/1719708208195895390,"['tunggu', 'promo', 'citilink', 'taun', 'kemaren', 'k', 'an', 'doang']",-3,negatif
Wed Nov 01 13:21:52 +0000 2023,"1,72E+23",bjir citilink lg plis tutor,Citilink,0,0,0,0,in,monicaardt,https://twitter.com/monicaardt/status/1719706323263390061,"['bjir', 'citilink', 'lg', 'plis', 'tutor']",0,netral
Wed Nov 01 12:08:48 +0000 2023,"1,72E+23",lowongan kerja pt citilink indonesia lokasi banten,Citilink,0,0,0,0,in,portalkalbar1,https://twitter.com/portalkalbar1/status/1719687935665336815,"['lowongan', 'kerja', 'pt', 'citilink', 'indonesia', 'lokasi', 'banten']",2,positif
Wed Nov 01 10:30:30 +0000 2023,"1,72E+23",line penerbangan dikuasai lion air group citilink sdh menutup penerbangan dibeberapa kompetisi masyarakat dipaksa menerima penerbangan yg seringkali delay,Citilink,0,0,0,0,in,dickysubhan22,https://twitter.com/dickysubhan22/status/1719663194543919341,"['line', 'penerbangan', 'dikuasai', 'lion', 'air', 'group', 'citilink', 'sdh', 'menutup', 'penerbangan', 'dibeberapa', 'kompetisi', 'masyarakat', 'dipaksa', 'menerima', 'penerbangan', 'yg', 'seringkali', 'delay']",-8,negatif
Wed Nov 01 10:23:58 +0000 2023,"1,72E+23",dikasih berkat snack citilink,Citilink,0,0,0,0,in,hayder_imron,https://twitter.com/hayder_imron/status/1719661552067047654,"['dikasih', 'berkat', 'snack', 'citilink']",3,positif
Wed Nov 01 09:58:42 +0000 2023,"1,72E+23",pantesan turu nduk citilink mimpi dikejar gorila,Citilink,0,1,0,1,in,hayder_imron,https://twitter.com/hayder_imron/status/1719655193510658497,"['pantesan', 'turu', 'nduk', 'citilink', 'mimpi', 'dikejar', 'gorila']",0,netral
Wed Nov 01 08:11:00 +0000 2023,"1,72E+23",temukan dapatkan art f tiket pesawat citilink bandung bali pp rp shopee,Citilink,0,0,0,0,in,Remi064590,https://twitter.com/Remi064590/status/1719628091822313483,"['temukan', 'dapatkan', 'art', 'f', 'tiket', 'pesawat', 'citilink', 'bandung', 'bali', 'pp', 'rp', 'shopee']",-2,negatif
Wed Nov 01 07:16:37 +0000 2023,"1,72E+23",foto diambil penumpang pesawat citilink dipersilahkan pesawat,Citilink,0,0,0,0,in,ojendukie,https://twitter.com/ojendukie/status/1719614403061133810,"['foto', 'diambil', 'penumpang', 'pesawat', 'citilink', 'dipersilahkan', 'pesawat']",-6,negatif
Wed Nov 01 06:35:24 +0000 2023,"1,72E+23",citilink ya,Citilink,0,1,0,0,en,xxximng,https://twitter.com/xxximng/status/1719604032384442783,"['citilink', 'ya']",4,positif
Wed Nov 01 06:20:04 +0000 2023,"1,72E+23",merger citilink pelita air,Citilink,0,0,0,0,in,kompasiana,https://twitter.com/kompasiana/status/1719600173423497226,"['merger', 'citilink', 'pelita', 'air']",4,positif
Wed Nov 01 05:03:32 +0000 2023,"1,72E+23",lowongan kerja pt citilink indonesia tawarkan karir dunia penerbangan cek kualifikasinya,Citilink,0,0,0,0,in,Daniarhm8,https://twitter.com/Daniarhm8/status/1719580913162715186,"['lowongan', 'kerja', 'pt', 'citilink', 'indonesia', 'tawarkan', 'karir', 'dunia', 'penerbangan', 'cek', 'kualifikasinya']",-3,negatif
Wed Nov 01 04:33:24 +0000 2023,"1,72E+22",citilink tp hiks btw januari itungan nya murah si soalnye april nnti ku cek,Citilink,0,0,0,0,in,sepuhmhist,https://twitter.com/sepuhmhist/status/1719573328770609617,"['citilink', 'tp', 'hiks', 'btw', 'januari', 'itungan', 'nya', 'murah', 'si', 'soalnye', 'april', 'nnti', 'ku', 'cek']",-3,negatif
Wed Nov 01 04:10:53 +0000 2023,"1,72E+22",tlg cek dm min thankyou,Citilink,0,0,0,0,in,akbarhdyt,https://twitter.com/akbarhdyt/status/1719567663725437242,"['tlg', 'cek', 'dm', 'min', 'thankyou']",-1,negatif
Wed Nov 01 03:55:10 +0000 2023,"1,72E+22",merger citilink pelita air,Citilink,0,0,0,0,in,kompasiana,https://twitter.com/kompasiana/status/1719563708131885168,"['merger', 'citilink', 'pelita', 'air']",4,positif
Wed Nov 01 03:00:33 +0000 2023,"1,72E+23",barang masuk security item souvenir pisau dikenakan biaya,Citilink,0,0,0,1,in,north_papua,https://twitter.com/north_papua/status/1719549964031037599,"['barang', 'masuk', 'security', 'item', 'souvenir', 'pisau', 'dikenakan', 'biaya']",-7,negatif
Wed Nov 01 03:00:03 +0000 2023,"1,72E+23",kertajati international airport officially opened on sunday currently there are seven domestic flight routes departing and heading to kertajati airport through several airlines such as citilink indonesia airasia batik air lion air and super air jet,Citilink,0,0,1,2,en,seatodaynews,https://twitter.com/seatodaynews/status/1719549835395682431,"['kertajati', 'international', 'airport', 'officially', 'opened', 'on', 'sunday', 'currently', 'there', 'are', 'seven', 'domestic', 'flight', 'routes', 'departing', 'and', 'heading', 'to', 'kertajati', 'airport', 'through', 'several', 'airlines', 'such', 'as', 'citilink', 'indonesia', 'airasia', 'batik', 'air', 'lion', 'air', 'and', 'super', 'air', 'jet']",-2,negatif
Wed Nov 01 02:55:36 +0000 2023,"1,72E+23",set dah terminal rame aja semenjak citilink pelita,Citilink,0,0,0,0,in,ardantama,https://twitter.com/ardantama/status/1719548716481392948,"['set', 'dah', 'terminal', 'rame', 'aja', 'semenjak', 'citilink', 'pelita']",-3,negatif
Tue Oct 31 22:53:31 +0000 2023,"1,72E+23",citilink pas check in online emang gabisa milih seat apaya,Citilink,0,0,0,0,in,earlybrite,https://twitter.com/earlybrite/status/1719487793926115559,"['citilink', 'pas', 'check', 'in', 'online', 'emang', 'gabisa', 'milih', 'seat', 'apaya']",2,positif
